Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,PrevClose
2026-01-05 09:00:00+08:00,147.5,148.0,147.0,148.0,0,0.0,0.0,145.0
2026-01-05 09:01:00+08:00,147.5,148.0,147.0,147.5,97000,0.0,0.0,145.0
2026-01-05 09:02:00+08:00,147.5,147.5,147.0,147.0,58000,0.0,0.0,145.0
2026-01-05 09:03:00+08:00,147.0,147.5,146.5,147.0,38000,0.0,0.0,145.0
2026-01-05 09:04:00+08:00,147.5,147.5,147.0,147.5,52000,0.0,0.0,145.0
2026-01-05 09:05:00+08:00,147.5,147.5,147.0,147.0,15000,0.0,0.0,145.0
2026-01-05 09:06:00+08:00,147.0,147.0,146.5,146.5,15000,0.0,0.0,145.0
2026-01-05 09:07:00+08:00,146.5,147.0,146.5,147.0,9000,0.0,0.0,145.0
2026-01-05 09:08:00+08:00,146.5,146.5,146.5,146.5,10000,0.0,0.0,145.0
2026-01-05 09:09:00+08:00,146.5,147.0,146.5,146.5,23980,0.0,0.0,145.0
2026-01-05 09:10:00+08:00,146.0,146.0,146.0,146.0,32338,0.0,0.0,145.0
2026-01-05 09:11:00+08:00,145.5,145.5,145.5,145.5,20103,0.0,0.0,145.0
2026-01-05 09:12:00+08:00,145.5,145.5,145.0,145.5,33120,0.0,0.0,145.0
2026-01-05 09:13:00+08:00,145.5,145.5,145.0,145.5,55120,0.0,0.0,145.0
2026-01-05 09:14:00+08:00,145.5,145.5,145.0,145.0,36160,0.0,0.0,145.0
2026-01-05 09:15:00+08:00,145.0,145.0,144.0,144.0,173262,0.0,0.0,145.0
2026-01-05 09:16:00+08:00,144.0,145.0,144.0,144.0,44313,0.0,0.0,145.0
2026-01-05 09:17:00+08:00,144.0,144.5,144.0,144.5,70310,0.0,0.0,145.0
2026-01-05 09:18:00+08:00,144.5,144.5,143.5,144.5,150064,0.0,0.0,145.0
2026-01-05 09:19:00+08:00,144.5,144.5,144.5,144.5,28415,0.0,0.0,145.0
2026-01-05 09:20:00+08:00,144.5,145.0,144.5,145.0,13356,0.0,0.0,145.0
2026-01-05 09:21:00+08:00,144.5,145.5,144.5,145.0,67241,0.0,0.0,145.0
2026-01-05 09:22:00+08:00,145.0,145.0,144.5,144.5,50085,0.0,0.0,145.0
2026-01-05 09:23:00+08:00,144.5,144.5,144.5,144.5,8378,0.0,0.0,145.0
2026-01-05 09:24:00+08:00,144.5,144.5,144.5,144.5,26065,0.0,0.0,145.0
2026-01-05 09:25:00+08:00,144.5,144.5,144.0,144.0,7324,0.0,0.0,145.0
2026-01-05 09:26:00+08:00,144.5,144.5,144.5,144.5,9421,0.0,0.0,145.0
2026-01-05 09:27:00+08:00,144.5,144.5,144.5,144.5,9248,0.0,0.0,145.0
2026-01-05 09:28:00+08:00,144.5,144.5,144.5,144.5,4190,0.0,0.0,145.0
2026-01-05 09:29:00+08:00,144.5,144.5,144.0,144.5,20130,0.0,0.0,145.0
2026-01-05 09:30:00+08:00,144.0,144.0,144.0,144.0,102002,0.0,0.0,145.0
2026-01-05 09:31:00+08:00,144.0,144.0,144.0,144.0,34999,0.0,0.0,145.0
2026-01-05 09:32:00+08:00,144.0,144.0,143.5,143.5,12411,0.0,0.0,145.0
